0.0280631,308.668536
0.0780642,308.752303
0.1280652,308.725286
0.1780662,308.234538
0.2280673,307.063492
0.2780683,304.193769
0.3280694,299.636152
0.428054,296.394227
0.478055,293.679481
0.5280561,291.132555
0.5780571,291.421407
0.6280581,291.418265
0.6780592,292.610514
0.7280602,292.255819
0.7780613,293.417887
0.8280623,292.807675
0.8780634,294.576801
0.9280644,296.370242
0.9780654,298.992626
0.976903,300.824782
1.026904,302.068167
1.076905,303.650103
1.1269061,304.615496
1.1769071,305.207003
1.2269082,307.427977
1.2769092,308.06708
1.3269103,308.816704
1.3769113,308.982073
1.4269123,308.57015
1.5278649,306.283495
1.577866,303.353626
1.627867,299.479823
1.6778681,295.733437
1.7278691,292.972786
1.7778701,291.365093
1.8278712,292.181532
1.8778722,290.752435
1.9278733,291.52997
1.9778743,292.110268
2.0278753,295.107932
2.0778764,294.663885
2.077902,295.746603
2.127903,296.759588
2.177904,298.263627
2.2279051,299.166029
2.2779061,303.424529
2.3279072,304.293752
2.3779082,307.13533
2.4279093,307.811115
2.4779103,308.041052
2.5279113,307.869692
2.626616,307.719535
2.676617,307.36766
2.7266181,305.845159
2.7766191,301.588481
2.8266202,296.367691
2.8766212,295.215601
2.9266223,292.997844
2.9766233,291.43416
3.0266243,291.089874
3.0766254,293.049522
3.1266264,293.433397
3.1766275,293.843908
3.1764849,297.19722
3.226486,300.029112
3.276487,298.197334
3.3264881,292.500533
3.3764891,308.415778
3.4264902,304.734297
3.4764912,304.204941
3.5264922,307.61641
3.5764933,307.876103
3.6264943,307.719092
3.726378,307.788427
3.776379,307.866842
3.82638,306.606146
3.8763811,304.406002
3.9263821,298.977164
3.9763832,295.974908
4.0263842,293.246523
4.0763853,291.974785
4.1263863,291.570823
4.1763873,291.201505
4.2263884,291.320141
4.2763894,293.561497
4.276127,293.767855
4.326128,299.413442
4.3761291,298.999303
4.4261301,309.899598
4.4761311,303.815546
4.5261322,306.551028
4.5761332,307.639442
4.6261343,308.166985
4.6761353,307.896007
4.7261364,307.341614
4.8259799,306.268702
4.875981,304.726783
4.925982,299.998353
4.9759831,296.311942
5.0259841,293.935626
5.0759852,292.446746
5.1259862,291.661574
5.1759872,291.300451
5.2259883,291.390929
5.2759893,291.876869
5.3259904,293.064803
5.3759914,293.218081
5.3759309,294.454457
5.4259319,296.877637
5.475933,298.798424
5.525934,300.957135
5.5759351,302.709972
5.6259361,304.470011
5.6759372,305.820813
5.7259382,304.928913
5.7759392,307.171607
5.8259403,308.106974
5.929009,308.521991
5.97901,308.05927
6.029011,307.637983
6.0790121,306.363105
6.1290131,304.285551
6.1790142,297.927162
6.2290152,295.609135
6.2790163,293.247138
6.3290173,291.620566
6.3790183,291.406375
6.4290194,291.698105
6.4790204,292.258041
6.479021,290.981003
6.529022,293.005335
6.579023,294.599578
6.6290241,297.718025
6.6790251,299.359316
6.7290262,300.211679
6.7790272,304.103948
6.8290282,303.11951
6.8790293,307.055769
6.9290303,307.72581
7.028927,308.823766
7.078928,309.218871
7.1289291,308.855485
7.1789301,307.620839
7.2289311,305.945412
7.2789322,301.412123
7.3289332,298.746585
7.3789343,294.45549
7.4289353,292.272657
7.4789363,292.174067
7.5289374,292.201468
7.5789384,292.601425
7.5790249,290.52223
7.629026,293.719649
7.679027,294.13488
7.729028,306.773124
7.7790291,305.157455
7.8290301,305.686716
7.8790312,307.808219
7.9290322,308.876993
7.9790332,309.360975
8.0290343,309.449434
8.1290339,309.23989
8.179035,296.227274
8.229036,296.432403
8.279037,292.969839
8.3290381,291.713855
8.3790391,292.248111
8.4290402,292.272276
8.4790412,291.676867
8.5290423,293.738763
8.5790433,294.858253
8.6290443,291.625175
8.6790454,295.33351
8.6789759,301.214286
8.728977,301.654982
8.778978,299.145556
8.8289791,304.994003
8.8789801,307.916535
8.9289811,308.54428
8.9789822,308.415905
9.0289832,308.525779
9.0789843,307.970477
9.1289853,308.339731
9.229039,303.528041
9.27904,294.433764
9.329041,294.217499
9.3790421,293.207981
9.4290431,291.157418
9.4790442,292.261787
9.5290452,291.841242
9.5790462,291.544456
9.6290473,293.978314
9.6790483,294.400276
9.7290494,296.704115
9.7790504,298.215279
9.778988,309.473344
9.828989,305.712988
9.8789901,305.763958
9.9289911,307.948837
9.9789922,309.217129
10.0289932,309.526259
10.0789943,309.312107
10.1289953,308.95634
10.1789963,308.496519
10.2289974,306.771412
10.3289809,297.335066
10.378982,293.264642
10.428983,293.994743
10.478984,292.458251
10.5289851,293.209726
10.5789861,291.241157
10.6289872,291.371936
10.6789882,292.981141
10.7289893,294.383738
10.7789903,295.359686
10.8289913,298.81301
10.8789924,300.184467
10.879076,290.88462
10.929077,305.714476
10.9790781,308.29664
11.0290791,309.233635
11.0790802,309.550669
11.1290812,309.260265
11.1790823,308.807879
11.2290833,308.411539
11.2790843,307.572689
11.3290854,300.305107
11.429215,290.532506
11.479216,293.86304
11.529217,293.644428
11.5792181,292.08938
11.6292191,291.396978
11.6792202,292.872035
11.7292212,292.667036
11.7792222,294.217146
11.8292233,294.63617
11.8792243,291.711987
11.9292254,297.825739
11.9792264,301.200542
11.9789679,298.177137
12.0289689,303.587523
12.07897,305.675613
12.128971,307.747141
12.1789721,308.384371
12.2289731,308.160414
12.2789742,308.039366
12.3289752,308.152455
12.3789762,307.381097
12.4289773,307.39697
12.528005,299.266408
12.578006,290.223136
12.6280071,295.263034
12.6780081,293.559111
12.7280092,292.474204
12.7780102,291.961585
12.8280113,292.031876
12.8780123,291.737548
12.9280133,294.254324
12.9780144,295.385705
13.0280154,290.730881
13.0780165,298.291467
13.079024,308.718244
13.129025,305.000878
13.179026,304.214424
13.2290271,307.001611
13.2790281,307.491851
13.3290292,308.339768
13.3790302,308.58948
13.4290312,308.648624
13.4790323,308.742601
13.5290333,306.464661
13.6307449,299.480317
13.680746,292.718433
13.730747,292.303981
13.7807481,292.356986
13.8307491,291.057652
13.8807501,291.037457
13.9307512,292.20035
13.9807522,293.296197
14.0307533,295.428153
14.0807543,294.584204
14.1307554,299.855077
14.1807564,299.287085
14.179029,291.404367
14.22903,303.831883
14.2790311,303.570053
14.3290321,306.516601
14.3790332,307.366515
14.4290342,308.23583
14.4790352,308.358471
14.5290363,307.786327
14.5790373,307.58816
14.6290384,309.775572
14.728992,301.451251
14.778993,294.108845
14.8289941,292.45685
14.8789951,290.801638
14.9289962,290.285212
14.9789972,293.206429
15.0289982,294.055065
15.0789993,293.249638
15.1290003,306.506572
15.1790014,299.306855
15.2290024,304.370281
15.2790034,303.626336
15.2789559,304.305598
15.328957,306.894621
15.378958,307.934598
15.4289591,308.471282
15.4789601,308.641749
15.5289611,308.522017
15.5789622,307.334854
15.6289632,299.130799
15.6789643,290.646163
15.7289653,292.506821
15.8289729,292.179788
15.878974,291.605938
15.928975,290.572114
15.9789761,291.809356
16.0289771,292.123706
16.0789781,295.596405
16.1289792,293.830256
16.1789802,293.173484
16.2289813,298.884848
16.2789823,300.260772
16.3289834,300.732426
16.3789844,303.224904
16.37901,304.466228
16.429011,304.673128
16.479012,307.161883
16.5290131,308.429813
16.5790141,309.02058
16.6290152,308.988992
16.6790162,308.723986
16.7290173,308.049245
16.7790183,303.280202
16.8290193,297.49668
16.9289629,295.962604
16.978964,293.094854
17.028965,290.214649
17.0789661,291.114987
17.1289671,290.266296
17.1789682,291.883199
17.2289692,293.251483
17.2789702,295.076754
17.3289713,300.466077
17.3789723,299.285044
17.4289734,301.684961
17.4789744,303.046722
17.4405919,303.631389
17.490593,305.402149
17.540594,307.361928
17.5905951,308.181677
17.6405961,309.468943
17.6905971,309.574262
17.7405982,308.882055
17.7905992,300.723996
17.8406003,294.896313
17.8906013,294.815083
17.9571509,292.79233
18.007152,290.570763
18.057153,293.176626
18.1071541,293.507965
18.1571551,293.612375
18.2071561,295.448253
18.2571572,297.981851
18.3071582,299.798952
18.3571593,303.37421
18.4071603,305.171572
18.507062,306.968008
18.557063,308.527924
18.607064,309.394748
18.6570651,309.783878
18.7070661,309.594553
18.7570672,308.489192
18.8070682,307.010981
18.8570693,300.475941
18.9070703,297.057773
18.9570713,293.583931
19.0070724,290.886586
19.0570734,290.71899
19.062282,290.366188
19.112283,291.956577
19.162284,291.90921
19.2122851,292.324978
19.2622861,293.838073
19.3122872,294.633815
19.3622882,297.834332
19.4122893,300.16867
19.4622903,299.612492
19.5122913,304.171083
19.612319,305.450541
19.66232,304.795855
19.7123211,307.555003
19.7623221,308.584461
19.8123232,309.25858
19.8623242,309.364096
19.9123252,309.391345
19.9623263,308.756203
